1643978513946	PolyGesture	ExperimentStarted	MARCO
1643978515325	PolyGesture	InputEvent	SelectionChanged 0 0

1643978515331	PolyGesture	InputEvent	TextChanged '' 0 0 0

1643978515341	PolyGesture	InputEvent	SelectionChanged 0 0

1643978515343	PolyGesture	InputEvent	SelectionChanged 0 0

1643978515344	PolyGesture	TaskStarted	Cancella parola

1643978515345	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XXXXXX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 534 534

1643978515354	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XXXXXX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 0 534

1643978515363	PolyGesture	InputEvent	SelectionChanged 534 534

1643978515396	PolyGesture	InputEvent	FocusChanged true 130 null

1643978515409	PolyGesture	InputEvent	WindowFocusChanged true

1643978515485	PolyGesture	InputEvent	BeginBatchEdit

1643978516945	PolyGesture	InputEvent	TouchEvent (cursorPosition=534): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=644.0, y[0]=97.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=41669535, downTime=41669535, deviceId=8, source=0x1002 }
1643978516995	PolyGesture	InputEvent	TouchEvent (cursorPosition=534): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=644.0, y[0]=97.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=41669588, downTime=41669535, deviceId=8, source=0x1002 }
1643978517008	PolyGesture	InputEvent	SelectionChanged 107 107

1643978517709	PolyGesture	InputEvent	SelectionChanged 108 108

1643978517748	PolyGesture	InputEvent	SelectionChanged 109 109

1643978517855	PolyGesture	InputEvent	BeginBatchEdit

1643978518924	PolyGesture	InputEvent	BeginBatchEdit

1643978518951	PolyGesture	InputEvent	SelectionChanged 0 0

1643978518958	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XXXXX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 533 533

1643978518973	PolyGesture	InputEvent	SelectionChanged 108 108

1643978518976	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XXXXX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 103 6 5

1643978518988	PolyGesture	InputEvent	SelectionChanged 108 108

1643978519053	PolyGesture	InputEvent	BeginBatchEdit

1643978519067	PolyGesture	InputEvent	SelectionChanged 0 0

1643978519074	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XXXX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 532 532

1643978519092	PolyGesture	InputEvent	SelectionChanged 107 107

1643978519095	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XXXX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 107 1 0

1643978519111	PolyGesture	InputEvent	SelectionChanged 107 107

1643978519135	PolyGesture	InputEvent	BeginBatchEdit

1643978519145	PolyGesture	InputEvent	SelectionChanged 0 0

1643978519150	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XXX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 531 531

1643978519164	PolyGesture	InputEvent	SelectionChanged 106 106

1643978519167	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XXX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 106 1 0

1643978519178	PolyGesture	InputEvent	SelectionChanged 106 106

1643978519264	PolyGesture	InputEvent	BeginBatchEdit

1643978519412	PolyGesture	InputEvent	BeginBatchEdit

1643978519421	PolyGesture	InputEvent	SelectionChanged 0 0

1643978519428	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 530 530

1643978519440	PolyGesture	InputEvent	SelectionChanged 105 105

1643978519442	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf XX round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 103 3 2

1643978519453	PolyGesture	InputEvent	SelectionChanged 105 105

1643978519591	PolyGesture	InputEvent	BeginBatchEdit

1643978519599	PolyGesture	InputEvent	SelectionChanged 0 0

1643978519605	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf X round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 529 529

1643978519617	PolyGesture	InputEvent	SelectionChanged 104 104

1643978519622	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf X round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 104 1 0

1643978519632	PolyGesture	InputEvent	SelectionChanged 104 104

1643978519763	PolyGesture	InputEvent	BeginBatchEdit

1643978519771	PolyGesture	InputEvent	SelectionChanged 0 0

1643978519776	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 528 528

1643978519788	PolyGesture	InputEvent	SelectionChanged 103 103

1643978519791	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf  round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 103 1 0

1643978519802	PolyGesture	InputEvent	SelectionChanged 103 103

1643978520773	PolyGesture	InputEvent	BeginBatchEdit

1643978520781	PolyGesture	InputEvent	SelectionChanged 0 0

1643978520785	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 0 527 527

1643978520798	PolyGesture	InputEvent	SelectionChanged 102 102

1643978520800	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That XXXXXX is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little XXXXXX village where he had been so often lately was that no one knew who he was.' 102 1 0

1643978520811	PolyGesture	InputEvent	SelectionChanged 102 102

1643978520952	PolyGesture	InputEvent	BeginBatchEdit

1643978521646	PolyGesture	InputEvent	TouchEvent (cursorPosition=102): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=581.0, y[0]=203.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=41674236, downTime=41674236, deviceId=8, source=0x1002 }
1643978521742	PolyGesture	InputEvent	TouchEvent (cursorPosition=102): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=581.0, y[0]=203.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=41674334, downTime=41674236, deviceId=8, source=0x1002 }
1643978521752	PolyGesture	InputEvent	SelectionChanged 309 309

1643978521863	PolyGesture	InputEvent	BeginBatchEdit

1643978521866	PolyGesture	InputEvent	BeginBatchEdit

1643978522739	PolyGesture	InputEvent	TouchEvent (cursorPosition=309): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=562.0, y[0]=195.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x2, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=41675329, downTime=41675329, deviceId=8, source=0x1002 }
1643978522786	PolyGesture	InputEvent	TouchEvent (cursorPosition=309): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=562.0, y[0]=195.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x2, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=41675378, downTime=41675329, deviceId=8, source=0x1002 }
1643978522803	PolyGesture	InputEvent	SelectionChanged 261 261

1643978522913	PolyGesture	InputEvent	BeginBatchEdit

1643978522916	PolyGesture	InputEvent	BeginBatchEdit

1643978523430	PolyGesture	InputEvent	SelectionChanged 262 262

1643978523529	PolyGesture	InputEvent	SelectionChanged 263 263

1643978523637	PolyGesture	InputEvent	BeginBatchEdit

1643978523641	PolyGesture	InputEvent	BeginBatchEdit

1643978524747	PolyGesture	InputEvent	BeginBatchEdit

